setting,analysis_scope,panel,method,nSAE,nMAE,nRMSE,normalized_bias,centered_error_sd,predicted_mean_unit,true_mean_unit,n_seeds
Diagnostic-11P,retrospective fixed-responder diagnostic,openmeva_wp,B_TEXT_SYSTEM,0.020468639864058922,0.15777862645811166,0.1963944122633141,0.020468639864058922,0.19529438690283293,0.44646863986405894,0.42599999999999993,3
Diagnostic-11P,retrospective fixed-responder diagnostic,openmeva_wp,C_SOURCE_ROW,0.012668075528396548,0.12414710644442599,0.14923697029131922,0.012668075528396548,0.14869718955532862,0.43866807552839654,0.42599999999999993,3
Diagnostic-11P,retrospective fixed-responder diagnostic,openmeva_wp,D_SOURCE_SYSTEM,0.0226059605224508,0.15026011970456563,0.1829206987494949,0.0226059605224508,0.18146725060931415,0.4486059605224508,0.42599999999999993,3
Diagnostic-11P,retrospective fixed-responder diagnostic,openmeva_wp,E_TEXT_ROW,0.01577123074114448,0.13139739687143856,0.15746555343851817,0.01577123074114448,0.15667145586537126,0.4417712307411445,0.42599999999999993,3
Diagnostic-11P,retrospective fixed-responder diagnostic,psycsumeval,A_DM,0.05588057084598411,0.18922844329386437,0.2517437336430702,-0.05588057084598411,0.24539907766677369,0.7909662760008628,0.8468468468468467,3
Diagnostic-11P,retrospective fixed-responder diagnostic,psycsumeval,B_TEXT_SYSTEM,0.15156870788554244,0.2899872411791617,0.3146220704260685,-0.15156870788554244,0.2755796964790063,0.6952781389613044,0.8468468468468467,3
Diagnostic-11P,retrospective fixed-responder diagnostic,psycsumeval,C_SOURCE_ROW,0.07849397362031846,0.22762943221886636,0.24321186310855306,-0.07849397362031846,0.2301577317261084,0.7683528732265282,0.8468468468468467,3
Diagnostic-11P,retrospective fixed-responder diagnostic,psycsumeval,D_SOURCE_SYSTEM,0.12357392748812306,0.256148032416776,0.27667784733138,-0.12357392748812306,0.2474378819038192,0.7232729193587238,0.8468468468468467,3
Diagnostic-11P,retrospective fixed-responder diagnostic,psycsumeval,E_TEXT_ROW,0.07880258213798098,0.2295142990217558,0.24142212894151804,-0.07880258213798098,0.22818957337252466,0.7680442647088658,0.8468468468468467,3
Diagnostic-11P,retrospective fixed-responder diagnostic,rwanda,A_DM,0.0031343119439266862,0.100356506063072,0.14396102452490564,-0.0031343119439266862,0.1439122641099402,0.8711245813367056,0.8742588932806324,3
Diagnostic-11P,retrospective fixed-responder diagnostic,rwanda,B_TEXT_SYSTEM,0.004658212100008874,0.10716855955316329,0.14955199743754463,-0.004658212100008874,0.1494481646325527,0.8696006811806235,0.8742588932806324,3
Diagnostic-11P,retrospective fixed-responder diagnostic,rwanda,C_SOURCE_ROW,0.0020498006992589347,0.09687323599870877,0.1401561119119099,-0.001980361243193387,0.14013241349325,0.8722785320374391,0.8742588932806324,3
Diagnostic-11P,retrospective fixed-responder diagnostic,rwanda,D_SOURCE_SYSTEM,0.004811345280509477,0.10079201799481209,0.14228863825934304,-0.004811345280509477,0.1421951849702315,0.869447548000123,0.8742588932806324,3
Diagnostic-11P,retrospective fixed-responder diagnostic,rwanda,E_TEXT_ROW,0.004973952763490921,0.09838576871461979,0.14460258196763,0.004973952763490921,0.1445031803899625,0.8792328460441233,0.8742588932806324,3
Diagnostic-11P,retrospective fixed-responder diagnostic,summeval,A_DM,0.062448401457611935,0.09533455750635855,0.14342222048021902,-0.062448401457611935,0.12904294430079014,0.9150515985423882,0.9775,3
Diagnostic-11P,retrospective fixed-responder diagnostic,summeval,B_TEXT_SYSTEM,0.11075027782461629,0.13761970682492927,0.2035252561226567,-0.11075027782461629,0.17072959767669785,0.8667497221753836,0.9775,3
Diagnostic-11P,retrospective fixed-responder diagnostic,summeval,C_SOURCE_ROW,0.07487527805723095,0.10334105972620171,0.1352043867255852,-0.07487527805723095,0.1125772856212444,0.902624721942769,0.9775,3
Diagnostic-11P,retrospective fixed-responder diagnostic,summeval,D_SOURCE_SYSTEM,0.10095896922915389,0.12376161074666432,0.18005376192328149,-0.10095896922915389,0.1490435235507764,0.8765410307708462,0.9775,3
Diagnostic-11P,retrospective fixed-responder diagnostic,summeval,E_TEXT_ROW,0.07404726063624668,0.10270337712484245,0.13362839629132406,-0.07404726063624668,0.11123560630891732,0.9034527393637534,0.9775,3
Diagnostic-11P,retrospective fixed-responder diagnostic,warmth_substance,A_DM,0.05454566833390112,0.19499858087946018,0.25242452545816607,-0.05454566833390112,0.2464534311032797,0.6508114745232417,0.7053571428571429,3
Diagnostic-11P,retrospective fixed-responder diagnostic,warmth_substance,B_TEXT_SYSTEM,0.06546813426210342,0.1919106419513715,0.24311730003288357,-0.06546813426210342,0.23396301892927193,0.6398890085950395,0.7053571428571429,3
Diagnostic-11P,retrospective fixed-responder diagnostic,warmth_substance,C_SOURCE_ROW,0.06551396163264168,0.19465431356572868,0.24720812397078964,-0.06551396163264168,0.2383358042527993,0.6398431812245011,0.7053571428571429,3
Diagnostic-11P,retrospective fixed-responder diagnostic,warmth_substance,D_SOURCE_SYSTEM,0.06339367046929682,0.19937957494785521,0.2520513629185052,-0.06339367046929682,0.243827330821439,0.6419634723878461,0.7053571428571429,3
Diagnostic-11P,retrospective fixed-responder diagnostic,warmth_substance,E_TEXT_ROW,0.0649379122657109,0.1916904722668389,0.24279949084106997,-0.0649379122657109,0.23380460353389876,0.6404192305914319,0.7053571428571429,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_ende,A_DM,0.0555660371604971,0.1298602803628998,0.16758402443401652,0.0555660371604971,0.15810365354129396,0.6840607900243919,0.6284947528638949,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_ende,B_TEXT_SYSTEM,0.005362454421627219,0.1284101190462563,0.15862610908934952,-0.005362454421627219,0.15853298224375745,0.6231322984422677,0.6284947528638949,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_ende,C_SOURCE_ROW,0.006483274637907711,0.11974703671496778,0.1497626441303682,-0.006483274637907711,0.14962049863017535,0.6220114782259872,0.6284947528638949,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_ende,D_SOURCE_SYSTEM,0.005046020798867248,0.12107103780388934,0.15043931703328706,-0.005046020798867248,0.15035256717229714,0.6234487320650276,0.6284947528638949,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_ende,E_TEXT_ROW,0.004869543893032107,0.1256712217181777,0.15653421207651827,-0.004869543893032107,0.15645651933639612,0.6236252089708628,0.6284947528638949,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_zhen,A_DM,0.012138353423856519,0.08336614694585465,0.10596330773695184,0.012138353423856519,0.10526575906564965,0.6743851924078555,0.662246838983999,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_zhen,B_TEXT_SYSTEM,0.0017620448631183356,0.08341872467709456,0.10501572507102337,-0.0017620448631183356,0.10500075592144724,0.6604847941208808,0.662246838983999,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_zhen,C_SOURCE_ROW,0.00012279089833713426,0.0742123395207351,0.09466453480725952,-0.0001002008996806453,0.09466438911044915,0.6621466380843185,0.662246838983999,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_zhen,D_SOURCE_SYSTEM,0.0008010593002813581,0.07797533768799163,0.09883436613572738,-0.0007824136588935092,0.09882961203432739,0.6614644253251055,0.662246838983999,3
Diagnostic-11P,retrospective fixed-responder diagnostic,wmt20_zhen,E_TEXT_ROW,0.001852697001110926,0.08268852148270321,0.10457675201175698,-0.001852697001110926,0.10456012887509243,0.6603941419828881,0.662246838983999,3
